Agent_claude_LLM_Clarity_Rating,Agent_claude_LLM_Completeness_Rating,Agent_claude_LLM_Consistency_Rating,Agent_claude_PSNR,Agent_claude_RMSE,Agent_claude_SAM,Agent_claude_SRE,Agent_claude_SSIM,Agent_claude_UIQ,Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0120,0.0158,87.8534,59.3190,0.6424,-0.0002,icons_and_arrows,"pipes-and-filters, SOA",entire+,dynamic,ruoccofabrizio_azure-open-ai-embeddings-qna,y,data,"data_flow, control_flow",uni,data_flow,text,y,n,medium,n,n,,functional_suitability,ruoccofabrizio/azure-open-ai-embeddings-qna,icons,azure,https://github.com/ruoccofabrizio/azure-open-ai-embeddings-qna/,868
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.4721,0.0598,5.0589,22.2089,0.0080,-0.0002,icons_and_arrows,publish-subscribe,entire+,dynamic,jinnerbichler_flash-home,n,"sub-systems, servers",connectivity,uni,communication,n,y,n,high,n,n,iot,interaction_capability,jinnerbichler/flash-home,icons,NA,https://github.com/jinnerbichler/flash-home/,963
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.3203,0.0136,87.5564,58.8890,0.6170,-0.0021,UML,MVC,entire,static,OpenPSD_modelbank,n,"packages, classes, data",general,uni,inheritance,n,y,n,medium,n,y,,maintainability,OpenPSD/modelbank,rectangles,NA,https://github.com/OpenPSD/modelbank/,1126
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9057,0.0568,12.9196,35.4549,0.0805,0.0005,boxes_and_arrows,NA,entire+,static,minism_hotel,y,"servers, containers",deployment,uni,communication,text,y,n,high,n,n,,"flexibility, performance_efficiency",minism/hotel,rectangles,unity,https://github.com/minism/hotel/,961
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5594,0.0118,89.7269,62.1876,0.6970,0.0037,boxes_and_arrows,MVC,entire,dynamic,IBM_kubernetes-storage,y,"APIs, containers","deployment, scheduling",bi,"API_calls, data_flow",n,y,n,high,y,n,,"functional_suitability, performance_efficiency",IBM/kubernetes-storage,rectangles,kubernetes,https://github.com/IBM/kubernetes-storage/,739
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.7565,0.0129,87.7923,65.9628,0.8311,0.0013,boxes_and_arrows,event-driven,entire+,"static, dynamic",tamu-datathon-org_galaxy,n,"sub-systems, DBs",general,uni,communication,n,y,n,high,n,n,,maintainability,tamu-datathon-org/galaxy,"rectangles, circles","postgresql, mongodb",https://github.com/tamu-datathon-org/galaxy/,688
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1846,0.0155,88.9034,63.5913,0.6944,0.0009,"icons_and_arrows, boxes","event-driven, client-server",entire,dynamic,odh-labs_predictive-maint,y,"containers, sub-systems, technologies",deployment,uni,control_flow,n,y,n,high,n,y,,functional_suitability,odh-labs/predictive-maint,"rectangles, icons","superset, tableau, red_hat, prometheus, aws",https://github.com/odh-labs/predictive-maint/,1296
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9380,0.0179,85.2372,60.7803,0.6607,-0.0002,"boxes_and_arrows, icons_and_arrows",NA,part,dynamic,DehengYang_APRConfig,n,packages,control_flow,uni,control_flow,n,y,n,low,n,y,,functional_suitability,DehengYang/APRConfig,"rectangles, icons",NA,https://github.com/DehengYang/APRConfig/,1336
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3286,0.0153,88.8095,60.4834,0.6002,-0.0013,icons_and_arrows,layered,entire+,static,brightzheng100_instana-handson-labs,y,"servers, containers, technologies",deployment,uni,communication,snapshots,y,n,high,n,y,,flexibility,brightzheng100/instana-handson-labs,"rectangles, icons","docker, apache, cassandra, butles, nginx, cockroachdb, kubernetes, spring",https://github.com/brightzheng100/instana-handson-labs/,892
Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,32.5986,0.0234,83.7495,53.1765,0.2269,-0.0026,boxes,layered,entire,static,inIT-HF_gr-corrsounder,n,"packages, layers",general,bi,NA,n,n,n,high,n,y,,maintainability,inIT-HF/gr-corrsounder,"rectangles, squares",NA,https://github.com/inIT-HF/gr-corrsounder/,1382
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5563,0.0149,89.0071,55.4334,0.4252,-0.0011,icons_and_arrows,MVC,entire+,"static, dynamic",medlab_320-online-prototype,y,sub-systems,general,bi,communication,code_snippet,y,n,medium,n,y,,flexibility,medlab/320-online-prototype,rectangles,NA,https://github.com/medlab/320-online-prototype/,997
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.7339,0.0231,89.8240,58.6681,0.5876,-0.0000,boxes_and_arrows,NA,part,static,annashres_CustomerBot,n,"DBs, sub-systems",data_flow,no,data_flow,n,y,n,high,n,n,manual sketch,maintainability,annashres/CustomerBot,rectangles,microsoft,https://github.com/annashres/CustomerBot/,967
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4329,0.0134,89.4779,62.3804,0.7162,-0.0001,boxes_and_arrows,client-server,entire+,dynamic,TestHaters_ctflow,y,"sub-systems, technologies",general,uni,control_flow,snapshots,y,n,high,n,n,,functional_suitability,TestHaters/ctflow,icons,cypress.io,https://github.com/TestHaters/ctflow/,1121
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.3046,0.0108,89.7810,62.3475,0.7082,-0.0008,UML,"MVC, clean",entire,static,ballerina-platform_asyncapi-tools,y,"classes, interfaces, functions, layers",general,uni,inheritance,n,y,n,low,n,y,good example of low level UML architecture,maintainability,ballerina-platform/asyncapi-tools,rectangles,NA,https://github.com/ballerina-platform/asyncapi-tools/,1362
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2237,0.0154,87.0141,56.6512,0.5748,-0.0012,boxes_and_arrows,NA,entire,static,Fenkey_irma,n,sub-systems,general,bi,communication,n,y,n,high,n,n,,maintainability,Fenkey/irma,rectangles,NA,https://github.com/Fenkey/irma/,1468
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.8653,0.0203,87.9631,55.1725,0.4531,0.0002,boxes,clean,entire,static,alexandredev3_nodejs-clean-architeture,y,layers,general,NA,NA,miniview,n,n,high,y,y,clean duplicate,maintainability,alexandredev3/nodejs-clean-architeture,circles,NA,https://github.com/alexandredev3/nodejs-clean-architeture/,1065
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2085,0.0138,88.3591,58.9193,0.5408,-0.0049,boxes_and_arrows,event-driven,entire,dynamic,Elkinmt19_feature-hero-ml,y,"DBs, servers, packages",general,uni,data_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Elkinmt19/feature-hero-ml,"rectangles, cylinders, icons","apache, kinesis, aws, snowflake, bigquery, redshift, synapse, google",https://github.com/Elkinmt19/feature-hero-ml/,897
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.4032,0.0478,88.6846,42.3198,0.2392,-0.0020,boxes,client-server,part,static,mateuseap_apache-airflow,y,sub-systems,general,NA,NA,n,n,n,high,n,n,,maintainability,mateuseap/apache-airflow,rectangles,apache,https://github.com/mateuseap/apache-airflow/,1082
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7360,0.0146,89.7518,63.5267,0.7476,0.0002,icons_and_arrows,client-server,entire,static,mxaviersmp_spotify-tracker,y,"technologies, APIs",general,bi,communication,n,y,n,high,n,n,,maintainability,mxaviersmp/spotify-tracker,icons,"apache, aws, github",https://github.com/mxaviersmp/spotify-tracker/,1061
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6690,0.0131,89.6358,56.8137,0.5464,0.0015,UML,NA,part,dynamic,quasirsg_Henry-M3,y,processes,control_flow,uni,control_flow,n,y,n,low,n,n,,functional_suitability,quasirsg/Henry-M3,rectangles,NA,https://github.com/quasirsg/Henry-M3/,705
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7593,0.0325,89.4553,48.5539,0.3602,-0.0008,boxes_and_arrows,pipes-and-filters,part,static,qnib_qframe,y,packages,data_flow,bi,"dependencies, data_flow",n,y,n,medium,n,n,,functional_suitability,qnib/qframe,rectangles,qt,https://github.com/qnib/qframe/,1419
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,30.4442,0.0300,87.4699,53.4206,0.4346,-0.0002,boxes_and_arrows,layered,entire,static,ArnBaudzus_FluxSurfer,y,sub-systems,general,uni,control_flow,text,y,n,high,n,n,,maintainability,ArnBaudzus/FluxSurfer,rectangles,NA,https://github.com/ArnBaudzus/FluxSurfer/,1135
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7226,0.0326,66.7552,52.3086,0.4256,-0.0003,boxes_and_arrows,"SOA, event-driven",entire+,static,swir-rs_swir,y,"technologies, DBs, sub-systems",general,bi,"communication, dependencies",n,y,n,high,n,y,,maintainability,swir-rs/swir,rectangles,"redis, aws, apache, prometheus, nats, jaeger, swir",https://github.com/swir-rs/swir/,1034
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0364,0.0112,89.0465,64.5580,0.7478,-0.0004,icons_and_arrows,NA,entire+,dynamic,dspace-group_simphera-reference-architecture-azure,y,"servers, containers","deployment, connectivity",uni,"dependencies, communication",n,y,n,high,n,n,,"interaction_capability, functional_suitability",dspace-group/simphera-reference-architecture-azure,icons,"bastion, azure, nginx, postgresql, kubernetes, simphera",https://github.com/dspace-group/simphera-reference-architecture-azure/,1089
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9333,0.0127,89.1459,56.2611,0.5367,-0.0078,UML,client-server,part,dynamic,inovex_scrumlr.io,y,"servers, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,inovex/scrumlr.io,"rectangles, ellipses",sql,https://github.com/inovex/scrumlr.io/,1359
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2369,0.0109,89.8185,61.5880,0.6554,-0.0008,icons_and_arrows,"client-server, layered",entire+,dynamic,vishipayyallore_blazorwasm-apim-api-sql-redis,y,"APIs, containers, technologies, DBs",control_flow,uni,control_flow,"text, snapshots",y,n,high,n,n,,functional_suitability,vishipayyallore/blazorwasm-apim-api-sql-redis,icons,"azure, blazor, auth0, sql",https://github.com/vishipayyallore/blazorwasm-apim-api-sql-redis/,1036
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,boxes_and_arrows,event-driven,entire,static,orchsym_runtime,y,"sub-systems, DBs",general,uni,"communication, control_flow",n,y,n,high,n,y,"Even when colors are used, the meaning of the colors is not explicit",maintainability,orchsym/runtime,"rectangles, cylinders",apache,https://github.com/orchsym/runtime/,1310
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.1087,0.0124,89.5852,62.2955,0.6451,0.0001,icons_and_arrows,event-driven,part,dynamic,castle-finance_vault-transaction-indexer,y,"DBs, functions",control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,castle-finance/vault-transaction-indexer,"icons, 3d",aws,https://github.com/castle-finance/vault-transaction-indexer/,997
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4724,0.0168,86.3252,57.3000,0.5673,-0.0028,boxes_and_arrows,"clean, hexagonal",entire+,static,hex-js_nodejs-hexagonal-boilerplate-ts,n,"sub-systems, layers",general,uni,"dependencies, communication",n,y,y,high,n,n,,maintainability,hex-js/nodejs-hexagonal-boilerplate-ts,rectangles,NA,https://github.com/hex-js/nodejs-hexagonal-boilerplate-ts/,1098
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6414,0.0147,89.6701,57.6916,0.7241,0.0007,icons_and_arrows,client-server,entire+,static,NodleCode_n1,y,"servers, clients",deployment,bi,communication,n,y,n,high,n,n,,flexibility,NodleCode/n1,icons,NA,https://github.com/NodleCode/n1/,1285
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5850,0.0148,86.4145,57.5465,0.6553,-0.0017,boxes_and_arrows,NA,entire,static,ZID-Automat_Controller-ZIDAutomat,n,"sub-systems, APIs",general,no,NA,n,y,n,high,n,n,,maintainability,ZID-Automat/Controller-ZIDAutomat,"rectangles, ellipses",NA,https://github.com/ZID-Automat/Controller-ZIDAutomat/,985
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8481,0.0114,89.4442,63.0139,0.5825,-0.0048,icons_and_arrows,NA,entire,dynamic,DJMcK_aws-lake-training,y,technologies,control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability",DJMcK/aws-lake-training,icons,aws,https://github.com/DJMcK/aws-lake-training/,1287
Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.6519,0.0147,88.9395,57.4577,0.4782,0.0034,boxes_and_arrows,NA,entire,static,nforge_devnote,y,"packages, sub-systems, technologies",general,uni,communication,n,y,n,medium,n,y,,maintainability,nforge/devnote,rectangles,javascript,https://github.com/nforge/devnote/,1077
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.4138,0.0135,89.8725,57.7741,0.4670,-0.0059,boxes_and_arrows,NA,part,dynamic,opstree_OT-Microservices-Training,y,"classes, DBs, sub-systems",control_flow,uni,data_flow,n,y,n,high,n,n,"The lack of a legen makes connector nature much harder to understand (e.g., what does a dashed line stand for?)","functional_suitability, maintainability",opstree/OT-Microservices-Training,"rectangles, cylinders, icons","go, java, python, elasticsearch, mysql",https://github.com/opstree/OT-Microservices-Training/,1096
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,40.6430,0.0093,89.9410,62.5998,0.7899,0.0012,icons_and_arrows,client-server,part,dynamic,victorshinya_serverless-chatbot,y,"DBs, technologies, devices",control_flow,bi,control_flow,n,y,n,high,n,n,,maintainability,victorshinya/serverless-chatbot,"icons, circles",ibm,https://github.com/victorshinya/serverless-chatbot/,674
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6529,0.0147,89.8508,65.7537,0.7627,0.0014,icons_and_arrows,layered,part,dynamic,itselavia_edge-computing-platform-for-deep-learning-apps,y,"technologies, hardware_components",control_flow,bi,control_flow,text,y,n,high,y,y,,"functional_suitability, maintainability",itselavia/edge-computing-platform-for-deep-learning-apps,"rectangles, icons","kubernetes, react, raspberry, google, java, go, python",https://github.com/itselavia/edge-computing-platform-for-deep-learning-apps/,1361
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1672,0.0139,88.9093,61.8372,0.6575,-0.0008,boxes_and_arrows,SOA,part,dynamic,danielfm_prometheus-for-developers,y,"technologies, servers, sub-systems",control_flow,uni,communication,n,y,n,medium,n,y,,"functional_suitability, maintainability",danielfm/prometheus-for-developers,"rectangles, icons, squares","prometheus, grafana, kubernetes",https://github.com/danielfm/prometheus-for-developers/,638
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5021,0.0150,89.5385,58.6671,0.5817,0.0027,icons_and_arrows,SOA,part,dynamic,alfredcs_immersion_day_labs,y,"technologies, servers, clients",deployment,uni,control_flow,n,y,n,high,n,n,,performance_efficiency,alfredcs/immersion_day_labs,"rectangles, icons",aws,https://github.com/alfredcs/immersion_day_labs/,1014
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9309,0.0505,30.0042,47.5225,0.2226,0.0016,icons_and_arrows,"client-server, publish-subscribe, SOA",entire,static,GoogleCloudPlatform_datacatalog-tag-engine,y,"clients, technologies, functions",deployment,uni,control_flow,n,y,n,high,n,n,,"flexibility, performance_efficiency",GoogleCloudPlatform/datacatalog-tag-engine,"icons, rectangles",bigquery,https://github.com/GoogleCloudPlatform/datacatalog-tag-engine/,972
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.5050,0.0094,89.4200,63.4645,0.6862,0.0001,icons_and_arrows,client-server,entire+,dynamic,BoraxTheClean_DevelopmentMachine,y,"clients, servers, technologies",security,uni,control_flow,n,y,n,high,n,n,,security,BoraxTheClean/DevelopmentMachine,"icons, 3d",aws,https://github.com/BoraxTheClean/DevelopmentMachine/,615
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5548,0.0105,89.9502,58.5624,0.4911,-0.0029,boxes_and_arrows,NA,part,static,lubkoKuzenko_FE-Interview-Questions,y,packages,general,uni,dependencies,n,y,n,medium,n,y,manual sketch,maintainability,lubkoKuzenko/FE-Interview-Questions,rectangles,angular,https://github.com/lubkoKuzenko/FE-Interview-Questions/,994
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5068,0.0150,88.3022,54.7119,0.4718,0.0062,boxes_and_arrows,NA,part,dynamic,Luizbrandt_users-crud-salesforce,y,"functions, clients, servers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",Luizbrandt/users-crud-salesforce,rectangles,salesforce,https://github.com/Luizbrandt/users-crud-salesforce/,867
Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.8685,0.0128,89.7420,61.6962,0.7099,-0.0007,icons_and_arrows,event-driven,part,dynamic,becloudway_serverless-data-pipeline,y,"functions, technologies",control_flow,uni,control_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",becloudway/serverless-data-pipeline,icons,"aws, slack",https://github.com/becloudway/serverless-data-pipeline/,1356
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.8274,0.0128,89.7291,62.9443,0.7847,-0.0003,"boxes_and_arrows, icons_and_arrows",NA,entire+,static,azuregomez_SecurePaaS,y,"sub-systems, DBs, servers","security, connectivity",uni,communication,n,y,y,high,n,y,good example of security view,security,azuregomez/SecurePaaS,"rectangles, icons",sql,https://github.com/azuregomez/securepaas/,742
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8328,0.0102,89.9344,62.6826,0.6964,0.0004,icons_and_arrows,event-driven,entire+,dynamic,marekq_rss-lambda,n,"functions, clients, DBs",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",marekq/rss-lambda,"circles, icons",aws,https://github.com/marekq/rss-lambda/,1157
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7658,0.0145,88.7220,62.1468,0.7349,-0.0004,icons_and_arrows,client-server,entire+,"static, dynamic",Software-Engineering-DHBW_bikeminer,y,"clients, servers, containers",data_flow,uni,data_flow,n,y,n,high,n,y,,"functional_suitability, maintainability",Software-Engineering-DHBW/bikeminer,"rectangles, icons, cylinders",docker,https://github.com/Software-Engineering-DHBW/bikeminer/,1197
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3747,0.0152,89.9052,57.5275,0.6127,-0.0026,boxes,"clean, client-server",entire,static,mincloud1501_MSA_miniProject,y,"clients, servers, containers",deployment,no,dependencies,n,y,n,high,n,y,,maintainability,mincloud1501/MSA_miniProject,circles,docker,https://github.com/mincloud1501/MSA_miniProject/,863
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9140,0.0113,88.4383,58.2311,0.6411,-0.0014,boxes_and_arrows,client-server,entire+,static,pgrignaffini_AlgoCrowd,n,"clients, servers, DBs",general,uni,communication,n,y,n,high,n,y,,maintainability,pgrignaffini/AlgoCrowd,rectangles,blockchain,https://github.com/pgrignaffini/AlgoCrowd/,925
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0333,0.0141,89.5940,59.2076,0.6147,-0.0002,icons_and_arrows,event-driven,entire,dynamic,spagnuolocarmine_serverless-computing-for-iot,y,"devices, hardware_components, DBs, clients",data_flow,uni,data_flow,n,y,n,high,n,n,iot,"functional_suitability, maintainability",spagnuolocarmine/serverless-computing-for-iot,icons,nuclio,https://github.com/spagnuolocarmine/serverless-computing-for-iot/,816
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.2188,0.0245,89.7938,57.0265,0.6119,-0.0027,boxes_and_arrows,NA,entire+,dynamic,aurelien-m_raspberrypi-rustpy,y,"devices, hardware_components, clients","deployment, data_flow",uni,data_flow,n,y,y,high,n,y,,maintainability,aurelien-m/raspberrypi-rustpy,"rectangles, icons","python, rust, raspberry",https://github.com/aurelien-m/raspberrypi-rustpy/,1502
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2100,0.0138,89.8261,60.5729,0.6679,-0.0005,boxes_and_arrows,event-driven,entire,static,apache_apisix-dashboard,y,"packages, servers, layers, network_components","deployment, data_flow",uni,data_flow,n,y,n,medium,n,y,,maintainability,apache/apisix-dashboard,rectangles,apache,https://github.com/apache/apisix-dashboard/,1267
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.2002,0.0275,78.3475,51.1017,0.4001,-0.0024,boxes_and_arrows,"SOA, client-server",entire,static,EMERIC237_Restaurant-reservation-app,n,"services, packages, DBs, layers","deployment, data_flow",uni,communication,n,y,n,high,n,y,,maintainability,EMERIC237/Restaurant-reservation-app,rectangles,"react, nodejs, postgresql",https://github.com/EMERIC237/Restaurant-reservation-app/,1356
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.3684,0.0108,89.5232,58.1288,0.5804,-0.0009,UML,NA,part,dynamic,s-sokolko_smev3_adapter_service,n,"clients, packages",data_flow,bi,communication,n,y,n,high,n,n,,functional_suitability,s-sokolko/smev3_adapter_service,rectangles,mongodb,https://github.com/s-sokolko/smev3_adapter_service/,1016
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4939,0.0150,89.6002,61.5213,0.6502,-0.0022,icons_and_arrows,"client-server, layered",part,dynamic,UoA-eResearch_hub-stack,y,"functions, DBs, sub-systems, technologies",deployment,uni,control_flow,n,y,n,medium,n,y,,maintainability,UoA-eResearch/hub-stack,"rectangles, icons","shibboleth, sentry, google, grafana, aws, elasticsearch, kibana, contentful, python",https://github.com/UoA-eResearch/hub-stack/,1447
Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.1272,0.0175,86.6111,58.3962,0.5843,0.0016,boxes_and_arrows,NA,entire,static,rinkako_CStoreDBMS,y,"classes, layers, DBs",general,uni,"inheritance, dependencies",n,y,n,medium,n,y,,maintainability,rinkako/CStoreDBMS,rectangles,NA,https://github.com/Rinkako/CStoreDB/,1077
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5598,0.0167,88.8984,57.8882,0.6094,-0.0005,boxes_and_arrows,"client-server, layered",entire+,dynamic,i5ting_stuq-koa,y,"clients, servers, DBs",connectivity,uni,communication,n,y,n,high,n,n,,functional_suitability,i5ting/stuq-koa,rectangles,NA,https://github.com/i5ting/stuq-koa/,825
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2128,0.0155,86.8741,57.0627,0.5965,0.0037,icons_and_arrows,event-driven,entire,dynamic,victor369basu_Real-time-stock-market-prediction,n,"DBs, technologies",control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,victor369basu/Real-time-stock-market-prediction,icons,"mongodb, tensorflow",https://github.com/victor369basu/Real-time-stock-market-prediction/,818
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7395,0.0116,89.9110,63.3883,0.7435,0.0020,icons_and_arrows,SOA,entire,dynamic,IBM_logdna-cos,y,technologies,control_flow,uni,control_flow,n,y,n,high,n,n,,functional_suitability,IBM/logdna-cos,"circles, icons","ibm, nodejs, logdna",https://github.com/IBM/logdna-cos/,697
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2086,0.0174,89.8701,59.1213,0.6375,-0.0005,boxes_and_arrows,NA,part,dynamic,xinsongyan_talos_pal_locomotion_slmc,y,"classes, steps",control_flow,uni,control_flow,n,y,n,medium,n,y,"even if colors are used (for connectors or different elements), what the colors does  never seem to be specified",functional_suitability,xinsongyan/talos_pal_locomotion_slmc,rectangles,NA,https://github.com/xinsongyan/talos_pal_locomotion_slmc/,997
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5810,0.0148,89.8711,59.6585,0.7226,-0.0002,boxes_and_arrows,NA,entire,static,FudanOCR_FudanOCR,y,packages,general,bi,dependencies,n,y,n,high,n,n,,maintainability,FudanOCR/FudanOCR,rectangles,NA,https://github.com/FudanOCR/FudanOCR/,1125
Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.8497,0.0128,88.0579,63.3750,0.7458,0.0005,boxes_and_arrows,NA,entire+,static,CodisLabs_codis,n,"clients, servers, network_components",deployment,uni,"data_flow, dependencies",n,y,n,high,n,n,,maintainability,CodisLabs/codis,rectangles,NA,https://github.com/CodisLabs/codis/,1184
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7459,0.0130,88.4172,57.4946,0.5888,-0.0064,boxes_and_arrows,SOA,part,dynamic,vectranetworks_AWS-Traffic-Mirroring-Session-Manager,n,steps,control_flow,uni,control_flow,n,y,n,medium,n,n,,functional_suitability,vectranetworks/AWS-Traffic-Mirroring-Session-Manager,rectangles,aws,https://github.com/vectranetworks/AWS-Traffic-Mirroring-Session-Manager/,801
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.2360,0.0109,88.5454,58.7617,0.6060,-0.0017,boxes_and_arrows,smart-contracts,part,static,securesecrets_shadeswap,n,"technologies, packages, classes",general,uni,inheritance,n,y,n,high,n,n,blockchain,maintainability,securesecrets/shadeswap,rectangles,NA,https://github.com/securesecrets/shadeswap/,1184
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0805,0.0111,89.9518,64.0914,0.7205,0.0027,icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",https://github.com/Spiderpig86/SmoresUnderflow/,1258
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0805,0.0111,89.9518,64.0914,0.7205,0.0027,icons_and_arrows,"microservices, client-server",entire,dynamic,Spiderpig86_SmoresUnderflow,y,"technologies, services, DBs, clients",deployment,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, performance_efficiency",Spiderpig86/SmoresUnderflow,icons,"kibana, elasticsearch, mongodb, redis",https://github.com/Spiderpig86/SmoresUnderflow/,841
Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6439,0.0147,89.4427,60.9534,0.6779,-0.0014,icons_and_arrows,client-server,part,dynamic,icoxfog417_karura,y,steps,control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",icoxfog417/karura,icons,NA,https://github.com/icoxfog417/karura/,1067
Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0956,0.0125,89.0573,62.1582,0.6720,-0.0008,icons_and_arrows,NA,entire+,dynamic,hypertrack_live-app-android,y,"steps, clients, sub-systems",control_flow,uni,control_flow,snapshots,y,n,high,n,n,,"functional_suitability, performance_efficiency",hypertrack/live-app-android,icons,NA,https://github.com/hypertrack/live-app-android/,841
